word,frequency
코스,1
피,1
기관,1
대량,1
매수,2
반,1
외국인,1
삼성전자,1
우,1
포스,1
코,1
하이,1
로,1
순,1
씨알,1
푸드,1
기지개,1
유기농,1
쌀,1
시리얼,1
인기,1
몰이,1
화제,1
