word,frequency
화승,1
터프,1
라,1
이즈,1
벌떡,2
내년,1
실적,4
회복,2
가능성,1
성원,1
신영,1
코,2
대표,1
이사,1
사장,1
행동,2
주의,2
펀드,2
개미,1
상,1
주주,1
한세,1
실업,1
덩실덩실,1
영업,2
이익,2
매출액,2
개선,5
기대,3
제이,1
에스,1
코퍼,1
레이션,1
주가,1
탑승,1
기회,1
경기,1
수익성,2
모락모락,1
더,1
벨,1
기약,1
부진,1
코스텍,1
시스,1
주식,1
병합,1
효과,1
효성,1
티,1
앤,1
흠뻑,1
조짐,1
데,1
컴,1
바,1
휘파람,1
외국인,2
만주,1
이상,1
상화,2
폐,2
주간,1
동향,1
디,1
파이,1
상승,1
장,1
견인,1
섬,1
바닥권,1
탈출,1
안간힘,1
글로벌,1
기관,1
폭발적,1
매수,1
별로,1
