company_name,title,date,link
BGF리테일,"같은 편의점株, 다른 주가...'이것'이 갈랐다",23시간 전,http://news.mt.co.kr/mtview.php?no=2023111709483748861
BGF리테일,GS리테일엔 있고 BGF엔 없다…주가전망 엇갈린 결정적 이유,4일 전,https://www.mk.co.kr/article/10875744
BGF리테일,MSCI 한국지수 편·출입 종목 주가 엇갈려…금양 4%대 '상승',5일 전,https://www.hankyung.com/article/2023111575716
BGF리테일,"BGF리테일, 환경은 안 좋아도 실적 성장 지속될 것 -키움",2주 전,http://www.fnnews.com/news/202311030841265937
BGF리테일,"삼성證 “BGF리테일, 식품 매출 성장 주춤… 목표주가 하향”",2주 전,https://biz.chosun.com/stock/stock_general/2023/11/03/KFXDISU4PFEJPK5KD5UJOERSEM/?utm_source=naver&utm_medium=original&utm_campaign=biz
BGF리테일,"[클릭 e종목]""BGF리테일, 추가 주가 하락 가능성은 낮아…역대 최저 밸류에이션""",2주 전,https://view.asiae.co.kr/article/2023110308022803432
BGF리테일,"한화투자 “BGF리테일 주가 단기 반등 모멘텀 제한적, 긴 호흡으로 지켜봐야”",2주 전,https://www.businesspost.co.kr/BP?command=article_view&num=331960
BGF리테일,"BGF리테일, 3분기 실적 예상치 부합에 목표주가 유지",2주 전,http://www.g-enews.com/ko-kr/news/article/news_all/2023110223020321550647a96443_1/article.html
BGF리테일,"“BFG리테일, 내수 부진 지속…목표주가↓”",2주 전,https://www.sedaily.com/NewsView/29X3BA8YMN
BGF리테일,"BGF리테일, 긴 호흡에서 매수 접근해야…목표가 하향-DB",2주 전,http://news.mt.co.kr/mtview.php?no=2023110308312125800
BGF리테일,"[더벨][Peer Match Up/GS리테일 vs BGF리테일]편의점 양대산맥, 주주친화 정책은",3주 전,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202310261446211200101767
BGF리테일,"하나증권 “아마존 호실적에 ‘블프’와 ‘광군절’까지, 아모레G GS리테일 주목”",3주 전,https://www.businesspost.co.kr/BP?command=article_view&num=331357
BGF리테일,GS리테일 주가 환호성...편의점 시장 주목,3주 전,https://www.pinpointnews.co.kr/news/articleView.html?idxno=223397
BGF리테일,코스피 2.2% 급등…외국인 삼성전자·SK하이닉스·셀트리온 등 순매수,4일 전,http://www.topstarnews.net/news/articleView.html?idxno=15423393
BGF리테일,[코스피 200] 대웅 14.98% 급등…지수 구성종목 중 상승률 1위,2일 전,https://www.pinpointnews.co.kr/news/articleView.html?idxno=227678
BGF리테일,"[증권소식] 금감원 특사경, 카카오 김범수·홍은택 등 기소 의견 검찰 송치/국민연금, KB금융지주 양종희 회장 선임 안건 '찬성' 등",4일 전,https://www.asiatime.co.kr/article/20231115500441
BGF리테일,[코스피 200] 상승률 상위종목은?...넷마블·한화오션·한화솔루션 강세,4일 전,https://www.pinpointnews.co.kr/news/articleView.html?idxno=227341
BGF리테일,'수제맥주' 열풍에 이 회사 주식 샀다가 쪽박…개미들 비명,2주 전,https://www.hankyung.com/article/2023103197186
BGF리테일,美 금리·전쟁 외풍에…식음료株 불법공매도 주의보,A5면 3단,http://www.edaily.co.kr/news/newspath.asp?newsid=01289046635776528
BGF리테일,"[오늘의 증시 리포트] LG이노텍, 4분기 사상 최대 실적 전망…우려 대비 수요 양호",3주 전,https://www.etoday.co.kr/news/view/2298874
BGF리테일,코스피 2.2% 급등…외국인 삼성전자·SK하이닉스·셀트리온 등 순매수,4일 전,http://www.topstarnews.net/news/articleView.html?idxno=15423393
BGF리테일,[코스피 200] 대웅 14.98% 급등…지수 구성종목 중 상승률 1위,2일 전,https://www.pinpointnews.co.kr/news/articleView.html?idxno=227678
BGF리테일,"[증권소식] 금감원 특사경, 카카오 김범수·홍은택 등 기소 의견 검찰 송치/국민연금, KB금융지주 양종희 회장 선임 안건 '찬성' 등",4일 전,https://www.asiatime.co.kr/article/20231115500441
BGF리테일,[코스피 200] 상승률 상위종목은?...넷마블·한화오션·한화솔루션 강세,4일 전,https://www.pinpointnews.co.kr/news/articleView.html?idxno=227341
BGF리테일,'수제맥주' 열풍에 이 회사 주식 샀다가 쪽박…개미들 비명,2주 전,https://www.hankyung.com/article/2023103197186
BGF리테일,美 금리·전쟁 외풍에…식음료株 불법공매도 주의보,A5면 3단,http://www.edaily.co.kr/news/newspath.asp?newsid=01289046635776528
BGF리테일,"[특징주] 금양, MSCI 편입 소식에 4%대 강세",3주 전,https://www.ajunews.com/view/20231115093830501
BGF리테일,"[오늘의 증시 리포트] LG이노텍, 4분기 사상 최대 실적 전망…우려 대비 수요 양호",5일 전,https://www.etoday.co.kr/news/view/2298874
BGF리테일,[코스피 200] OCI홀딩스 13.12% 상승…지수 구성종목 중 상승률 1위,2주 전,https://www.pinpointnews.co.kr/news/articleView.html?idxno=223940
BGF리테일,외국인 HPSP 현대바이오 포스코DX '왕성한 식욕'...기관은 에코프로  파마리서치 알테오젠 '눈독',3주 전,https://www.pinpointnews.co.kr/news/articleView.html?idxno=223869
BGF리테일,코스피 2.2% 급등…외국인 삼성전자·SK하이닉스·셀트리온 등 순매수,4일 전,http://www.topstarnews.net/news/articleView.html?idxno=15423393
BGF리테일,[코스피 200] 대웅 14.98% 급등…지수 구성종목 중 상승률 1위,2일 전,https://www.pinpointnews.co.kr/news/articleView.html?idxno=227678
BGF리테일,"[증권소식] 금감원 특사경, 카카오 김범수·홍은택 등 기소 의견 검찰 송치/국민연금, KB금융지주 양종희 회장 선임 안건 '찬성' 등",4일 전,https://www.asiatime.co.kr/article/20231115500441
BGF리테일,[코스피 200] 상승률 상위종목은?...넷마블·한화오션·한화솔루션 강세,4일 전,https://www.pinpointnews.co.kr/news/articleView.html?idxno=227341
BGF리테일,'수제맥주' 열풍에 이 회사 주식 샀다가 쪽박…개미들 비명,2주 전,https://www.hankyung.com/article/2023103197186
BGF리테일,美 금리·전쟁 외풍에…식음료株 불법공매도 주의보,A5면 3단,http://www.edaily.co.kr/news/newspath.asp?newsid=01289046635776528
BGF리테일,"[특징주] 금양, MSCI 편입 소식에 4%대 강세",3주 전,https://www.ajunews.com/view/20231115093830501
