Date,Open,High,Low,Close,Adj Close,Volume
1989-07-20,0.0,0.371094,0.347656,0.347656,0.274814,33836800
1989-07-21,0.0,0.351563,0.335938,0.335938,0.265551,9337600
1989-07-24,0.0,0.339844,0.335938,0.339844,0.268639,3699200
1989-07-25,0.0,0.347656,0.335938,0.339844,0.268639,1820800
1989-07-26,0.0,0.351563,0.339844,0.34375,0.271726,2361600
1989-07-27,0.0,0.355469,0.34375,0.355469,0.28099,4419200
1989-07-28,0.0,0.355469,0.347656,0.347656,0.274814,5072000
1989-07-31,0.0,0.355469,0.347656,0.347656,0.274814,1932800
1989-08-01,0.0,0.351563,0.34375,0.34375,0.271726,2662400
1989-08-02,0.0,0.351563,0.34375,0.347656,0.274814,3577600
1989-08-03,0.0,0.355469,0.347656,0.347656,0.274814,2448000
1989-08-04,0.0,0.355469,0.347656,0.347656,0.274814,1939200
1989-08-07,0.0,0.347656,0.347656,0.347656,0.274814,208000
1989-08-08,0.0,0.359375,0.351563,0.355469,0.28099,10144000
1989-08-09,0.0,0.359375,0.355469,0.355469,0.28099,1433600
1989-08-10,0.0,0.359375,0.355469,0.355469,0.28099,1491200
1989-08-11,0.0,0.359375,0.355469,0.355469,0.28099,1955200
1989-08-14,0.0,0.359375,0.355469,0.355469,0.28099,499200
1989-08-15,0.0,0.359375,0.347656,0.347656,0.274814,1107200
1989-08-16,0.0,0.359375,0.34375,0.34375,0.271726,1504000
1989-08-17,0.0,0.351563,0.34375,0.351563,0.277902,409600
1989-08-18,0.0,0.351563,0.339844,0.339844,0.268639,851200
1989-08-21,0.0,0.34375,0.320313,0.320313,0.2532,953600
1989-08-22,0.0,0.324219,0.316406,0.320313,0.2532,1433600
1989-08-23,0.0,0.324219,0.320313,0.320313,0.2532,272000
1989-08-24,0.0,0.328125,0.320313,0.324219,0.256288,505600
1989-08-25,0.0,0.332031,0.320313,0.324219,0.256288,854400
1989-08-28,0.0,0.332031,0.324219,0.332031,0.262463,35200
1989-08-29,0.0,0.335938,0.328125,0.328125,0.259375,636800
1989-08-30,0.0,0.335938,0.328125,0.335938,0.265551,1542400
1989-08-31,0.0,0.339844,0.335938,0.339844,0.268639,928000
1989-09-01,0.0,0.351563,0.332031,0.351563,0.277902,646400
1989-09-05,0.0,0.367188,0.34375,0.367188,0.290253,1593600
1989-09-06,0.0,0.371094,0.355469,0.367188,0.290253,1193600
1989-09-07,0.0,0.382813,0.363281,0.363281,0.287165,2896000
1989-09-08,0.0,0.371094,0.363281,0.367188,0.290253,320000
1989-09-11,0.0,0.367188,0.359375,0.359375,0.284077,140800
1989-09-12,0.0,0.355469,0.351563,0.355469,0.28099,156800
1989-09-13,0.0,0.359375,0.351563,0.351563,0.277902,505600
1989-09-14,0.0,0.359375,0.351563,0.351563,0.277902,768000
1989-09-15,0.0,0.359375,0.351563,0.359375,0.284077,233600
1989-09-18,0.0,0.375,0.351563,0.375,0.296429,492800
1989-09-19,0.0,0.371094,0.359375,0.371094,0.293341,1673600
1989-09-20,0.0,0.375,0.363281,0.363281,0.287165,262400
1989-09-21,0.0,0.363281,0.363281,0.363281,0.287165,201600
1989-09-22,0.0,0.375,0.363281,0.375,0.296429,16000
1989-09-25,0.0,0.375,0.363281,0.363281,0.287165,195200
1989-09-26,0.0,0.375,0.367188,0.371094,0.293341,131200
1989-09-27,0.0,0.371094,0.363281,0.371094,0.293341,1968000
1989-09-28,0.0,0.375,0.367188,0.375,0.296429,2019200
1989-09-29,0.0,0.378906,0.367188,0.378906,0.299516,364800
1989-10-02,0.0,0.386719,0.375,0.386719,0.305692,707200
1989-10-03,0.0,0.398438,0.386719,0.386719,0.305692,563200
1989-10-04,0.0,0.398438,0.386719,0.386719,0.305692,726400
1989-10-05,0.0,0.394531,0.382813,0.386719,0.305692,572800
1989-10-06,0.0,0.429688,0.390625,0.429688,0.339658,2908800
1989-10-09,0.445313,0.484375,0.445313,0.476563,0.376712,4614400
1989-10-10,0.484375,0.5,0.484375,0.5,0.395238,6339200
1989-10-11,0.503906,0.507813,0.488281,0.496094,0.39215,5324800
1989-10-12,0.496094,0.496094,0.46875,0.472656,0.373623,1801600
1989-10-13,0.476563,0.488281,0.472656,0.472656,0.373623,1974400
1989-10-16,0.4375,0.460938,0.410156,0.441406,0.348921,2611200
1989-10-17,0.441406,0.460938,0.433594,0.460938,0.364361,2736000
1989-10-18,0.460938,0.492188,0.460938,0.488281,0.385975,2115200
1989-10-19,0.496094,0.523438,0.492188,0.519531,0.410677,1792000
1989-10-20,0.507813,0.519531,0.503906,0.507813,0.401414,489600
1989-10-23,0.511719,0.511719,0.484375,0.488281,0.385975,668800
1989-10-24,0.5,0.5,0.484375,0.492188,0.389063,899200
1989-10-25,0.496094,0.566406,0.484375,0.5625,0.444643,5222400
1989-10-26,0.558594,0.5625,0.542969,0.542969,0.429204,5385600
1989-10-27,0.542969,0.550781,0.527344,0.539063,0.426116,380800
1989-10-30,0.539063,0.539063,0.515625,0.519531,0.410677,1171200
1989-10-31,0.519531,0.53125,0.519531,0.527344,0.416853,1721600
1989-11-01,0.527344,0.527344,0.519531,0.519531,0.410677,112000
1989-11-02,0.515625,0.515625,0.515625,0.515625,0.407589,64000
1989-11-03,0.523438,0.523438,0.515625,0.523438,0.413765,128000
1989-11-06,0.515625,0.523438,0.515625,0.515625,0.407589,208000
1989-11-07,0.5,0.511719,0.5,0.511719,0.404502,358400
1989-11-08,0.511719,0.515625,0.503906,0.507813,0.401414,406400
1989-11-09,0.503906,0.515625,0.503906,0.515625,0.407589,115200
1989-11-10,0.515625,0.515625,0.503906,0.511719,0.404502,131200
1989-11-13,0.503906,0.511719,0.5,0.511719,0.404502,816000
1989-11-14,0.496094,0.511719,0.496094,0.507813,0.401414,128000
1989-11-15,0.507813,0.507813,0.5,0.507813,0.401414,204800
1989-11-16,0.511719,0.511719,0.503906,0.503906,0.398326,211200
1989-11-17,0.5,0.511719,0.5,0.5,0.395238,80000
1989-11-20,0.507813,0.507813,0.488281,0.488281,0.385975,291200
1989-11-21,0.488281,0.488281,0.488281,0.488281,0.385975,25600
1989-11-22,0.488281,0.5,0.488281,0.5,0.395238,32000
1989-11-24,0.5,0.5,0.5,0.5,0.395238,38400
1989-11-27,0.5,0.5,0.488281,0.488281,0.385975,67200
1989-11-28,0.488281,0.523438,0.488281,0.519531,0.410677,624000
1989-11-29,0.519531,0.519531,0.507813,0.515625,0.407589,688000
1989-11-30,0.515625,0.523438,0.515625,0.523438,0.413765,547200
1989-12-01,0.523438,0.523438,0.515625,0.515625,0.407589,307200
1989-12-04,0.515625,0.523438,0.507813,0.515625,0.407589,604800
1989-12-05,0.515625,0.515625,0.507813,0.507813,0.401414,588800
1989-12-06,0.515625,0.523438,0.511719,0.511719,0.404502,668800
1989-12-07,0.523438,0.523438,0.511719,0.515625,0.407589,201600
1989-12-08,0.515625,0.515625,0.507813,0.507813,0.401414,480000
1989-12-11,0.507813,0.507813,0.492188,0.496094,0.39215,326400
1989-12-12,0.496094,0.503906,0.496094,0.503906,0.398326,176000
1989-12-13,0.496094,0.503906,0.496094,0.503906,0.398326,44800
1989-12-14,0.496094,0.503906,0.496094,0.503906,0.398326,118400
1989-12-15,0.496094,0.519531,0.496094,0.515625,0.407589,1203200
1989-12-18,0.511719,0.523438,0.511719,0.519531,0.410677,76800
1989-12-19,0.519531,0.519531,0.511719,0.515625,0.407589,1299200
1989-12-20,0.523438,0.550781,0.519531,0.546875,0.432292,1398400
1989-12-21,0.546875,0.558594,0.539063,0.558594,0.441555,521600
1989-12-22,0.558594,0.589844,0.554688,0.578125,0.456994,816000
1989-12-26,0.597656,0.617188,0.578125,0.613281,0.484784,659200
1989-12-27,0.617188,0.664063,0.609375,0.621094,0.49096,1961600
1989-12-28,0.632813,0.640625,0.617188,0.621094,0.49096,2022400
1989-12-29,0.617188,0.640625,0.617188,0.632813,0.500224,2243200
1990-01-02,0.640625,0.65625,0.621094,0.65625,0.51875,665600
1990-01-03,0.65625,0.679688,0.632813,0.648438,0.512575,2028800
1990-01-04,0.640625,0.640625,0.625,0.632813,0.500224,1011200
1990-01-05,0.632813,0.632813,0.621094,0.621094,0.49096,160000
1990-01-08,0.621094,0.625,0.621094,0.621094,0.49096,1129600
1990-01-09,0.625,0.632813,0.621094,0.625,0.494048,384000
1990-01-10,0.632813,0.632813,0.621094,0.625,0.494048,380800
1990-01-11,0.625,0.628906,0.621094,0.625,0.494048,467200
1990-01-12,0.621094,0.628906,0.621094,0.628906,0.497135,560000
1990-01-15,0.625,0.628906,0.621094,0.628906,0.497135,288000
1990-01-16,0.617188,0.625,0.609375,0.625,0.494048,441600
1990-01-17,0.609375,0.621094,0.605469,0.609375,0.481697,1116800
1990-01-18,0.589844,0.597656,0.585938,0.59375,0.469345,1516800
1990-01-19,0.589844,0.597656,0.582031,0.585938,0.46317,969600
1990-01-22,0.585938,0.585938,0.570313,0.574219,0.453907,2531200
1990-01-23,0.578125,0.578125,0.5625,0.578125,0.456994,9673600
1990-01-24,0.5625,0.59375,0.5625,0.578125,0.456994,2662400
1990-01-25,0.59375,0.59375,0.578125,0.582031,0.460082,320000
1990-01-26,0.582031,0.589844,0.578125,0.585938,0.46317,860800
1990-01-29,0.578125,0.59375,0.578125,0.582031,0.460082,176000
1990-01-30,0.585938,0.585938,0.429688,0.460938,0.364361,3984000
1990-01-31,0.5,0.5,0.46875,0.46875,0.370536,2608000
1990-02-01,0.484375,0.484375,0.460938,0.476563,0.376712,771200
1990-02-02,0.476563,0.480469,0.46875,0.476563,0.376712,656000
1990-02-05,0.476563,0.476563,0.453125,0.472656,0.373623,1344000
1990-02-06,0.453125,0.46875,0.453125,0.46875,0.370536,2406400
1990-02-07,0.46875,0.476563,0.453125,0.460938,0.364361,1427200
1990-02-08,0.476563,0.515625,0.476563,0.507813,0.401414,889600
1990-02-09,0.507813,0.546875,0.507813,0.539063,0.426116,7152000
1990-02-12,0.546875,0.578125,0.539063,0.554688,0.438468,1420800
1990-02-13,0.554688,0.554688,0.546875,0.554688,0.438468,246400
1990-02-14,0.539063,0.554688,0.539063,0.546875,0.432292,499200
1990-02-15,0.546875,0.5625,0.546875,0.5625,0.444643,1750400
1990-02-16,0.5625,0.570313,0.546875,0.546875,0.432292,700800
1990-02-20,0.546875,0.570313,0.546875,0.570313,0.450819,825600
1990-02-21,0.546875,0.558594,0.53125,0.554688,0.438468,201600
1990-02-22,0.554688,0.5625,0.539063,0.539063,0.426116,3308800
1990-02-23,0.5625,0.5625,0.539063,0.539063,0.426116,67200
1990-02-26,0.546875,0.546875,0.53125,0.539063,0.426116,150400
1990-02-27,0.5625,0.5625,0.539063,0.542969,0.429204,764800
1990-02-28,0.554688,0.554688,0.515625,0.53125,0.419941,6195200
1990-03-01,0.507813,0.53125,0.507813,0.507813,0.401414,278400
